"Date","Price","Open","High","Low","Vol.","Change %"
"08/17/2023","0.9850","1.0491","1.0675","0.9129","112.62M","-6.12%"
"08/16/2023","1.0492","1.1302","1.1350","1.0279","78.43M","-7.18%"
"08/15/2023","1.1303","1.1418","1.1661","1.1200","43.39M","-1.01%"
"08/14/2023","1.1418","1.1413","1.1536","1.1323","22.91M","0.05%"
"08/13/2023","1.1413","1.1638","1.1684","1.1399","16.30M","-1.93%"
"08/12/2023","1.1637","1.1588","1.1676","1.1556","10.78M","0.42%"
"08/11/2023","1.1588","1.1602","1.1646","1.1517","15.43M","-0.11%"
"08/10/2023","1.1602","1.1759","1.1892","1.1550","29.19M","-1.34%"
"08/09/2023","1.1759","1.1602","1.1952","1.1602","51.59M","1.30%"
"08/08/2023","1.1607","1.1344","1.1728","1.1322","36.34M","2.32%"
"08/07/2023","1.1344","1.1384","1.1547","1.1125","31.74M","-0.35%"
"08/06/2023","1.1384","1.1373","1.1471","1.1285","15.82M","0.09%"
"08/05/2023","1.1373","1.1578","1.1597","1.1338","18.53M","-1.77%"
"08/04/2023","1.1578","1.1292","1.1663","1.1284","29.09M","2.53%"
"08/03/2023","1.1292","1.1333","1.1499","1.1195","29.67M","-0.35%"
"08/02/2023","1.1332","1.1628","1.1745","1.1263","38.67M","-2.55%"
"08/01/2023","1.1628","1.1694","1.1750","1.1234","42.53M","-0.56%"
"07/31/2023","1.1694","1.1586","1.1937","1.1539","34.39M","0.93%"
"07/30/2023","1.1586","1.1823","1.1892","1.1448","26.13M","-2.00%"
"07/29/2023","1.1823","1.1735","1.1839","1.1714","10.36M","0.75%"
"07/28/2023","1.1735","1.1729","1.1808","1.1562","22.39M","0.06%"
"07/27/2023","1.1728","1.1978","1.2082","1.1678","24.36M","-2.08%"
"07/26/2023","1.1978","1.1688","1.2067","1.1505","38.44M","2.48%"
"07/25/2023","1.1688","1.1863","1.1950","1.1570","30.68M","-1.47%"
"07/24/2023","1.1863","1.2512","1.2533","1.1677","54.76M","-5.19%"
"07/23/2023","1.2512","1.2259","1.2686","1.2173","36.50M","2.07%"
"07/22/2023","1.2259","1.2330","1.2517","1.2162","22.65M","-0.58%"
"07/21/2023","1.2330","1.2618","1.2978","1.2320","55.85M","-2.28%"
"07/20/2023","1.2618","1.2664","1.3099","1.2492","74.14M","-0.36%"
"07/19/2023","1.2664","1.2451","1.2968","1.2324","65.98M","1.71%"
"07/18/2023","1.2451","1.3052","1.3307","1.2263","90.85M","-4.60%"
"07/17/2023","1.3052","1.2711","1.3493","1.2534","116.56M","2.68%"
"07/16/2023","1.2711","1.2714","1.3091","1.2352","68.46M","-0.03%"
"07/15/2023","1.2715","1.2144","1.3318","1.2046","118.22M","4.69%"
"07/14/2023","1.2146","1.2241","1.3260","1.1674","186.48M","-0.77%"
"07/13/2023","1.2240","1.1220","1.2465","1.1123","104.36M","9.10%"
"07/12/2023","1.1219","1.1274","1.1387","1.1114","50.96M","-0.48%"
"07/11/2023","1.1274","1.1193","1.1338","1.1109","36.28M","0.57%"
"07/10/2023","1.1210","1.1246","1.1438","1.0983","50.52M","-0.32%"
"07/09/2023","1.1246","1.1247","1.1428","1.1213","44.89M","-0.01%"
"07/08/2023","1.1247","1.1320","1.1496","1.1109","40.37M","-0.65%"
"07/07/2023","1.1320","1.0694","1.1330","1.0605","66.99M","5.88%"
"07/06/2023","1.0692","1.1117","1.1442","1.0692","67.67M","-3.82%"
