"Date","Price","Open","High","Low","Vol.","Change %"
"05/20/2024","0.00001140","0.00000916","0.00001140","0.00000896","73,761.62B","24.45%"
"05/19/2024","0.00000916","0.00000955","0.00000960","0.00000891","28,050.28B","-4.08%"
"05/18/2024","0.00000955","0.00001018","0.00001045","0.00000921","34,953.02B","-6.19%"
"05/17/2024","0.00001018","0.00001004","0.00001043","0.00000984","37,853.28B","1.39%"
"05/16/2024","0.00001004","0.00001052","0.00001079","0.00000963","55,479.93B","-4.56%"
"05/15/2024","0.00001052","0.00001056","0.00001158","0.00000998","101,347.72B","-0.38%"
"05/14/2024","0.00001056","0.00000992","0.00001135","0.00000984","133,624.43B","6.45%"
"05/13/2024","0.00000992","0.00000875","0.00001107","0.00000830","119,194.07B","13.37%"
"05/12/2024","0.00000875","0.00000852","0.00000895","0.00000849","27,898.23B","2.70%"
"05/11/2024","0.00000852","0.00000840","0.00000894","0.00000839","38,543.09B","1.43%"
"05/10/2024","0.00000840","0.00000854","0.00000881","0.00000821","49,283.34B","-1.64%"
"05/09/2024","0.00000854","0.00000798","0.00000873","0.00000791","58,592.43B","7.02%"
"05/08/2024","0.00000798","0.00000789","0.00000825","0.00000763","46,603.14B","1.01%"
"05/07/2024","0.00000790","0.00000835","0.00000864","0.00000789","46,258.64B","-5.39%"
"05/06/2024","0.00000835","0.00000853","0.00000914","0.00000832","67,091.56B","-2.11%"
"05/05/2024","0.00000853","0.00000867","0.00000877","0.00000827","45,871.91B","-1.61%"
"05/04/2024","0.00000867","0.00000808","0.00000896","0.00000802","71,114.61B","7.30%"
"05/03/2024","0.00000808","0.00000754","0.00000827","0.00000745","79,079.87B","7.16%"
"05/02/2024","0.00000754","0.00000700","0.00000786","0.00000669","87,584.17B","7.71%"
"05/01/2024","0.00000700","0.00000666","0.00000720","0.00000596","94,780.40B","5.11%"
"04/30/2024","0.00000666","0.00000735","0.00000759","0.00000635","73,499.01B","-9.39%"
"04/29/2024","0.00000735","0.00000724","0.00000748","0.00000680","50,728.01B","1.52%"
"04/28/2024","0.00000724","0.00000722","0.00000774","0.00000715","44,009.99B","0.28%"
"04/27/2024","0.00000722","0.00000738","0.00000742","0.00000669","50,842.98B","-2.17%"
"04/26/2024","0.00000738","0.00000779","0.00000788","0.00000724","62,087.43B","-5.26%"
"04/25/2024","0.00000779","0.00000725","0.00000805","0.00000695","86,192.04B","7.60%"
"04/24/2024","0.00000724","0.00000768","0.00000817","0.00000705","104,764.96B","-5.73%"
"04/23/2024","0.00000768","0.00000688","0.00000784","0.00000665","111,300.24B","11.63%"
"04/22/2024","0.00000688","0.00000600","0.00000697","0.00000593","96,863.89B","17.41%"
"04/21/2024","0.00000586","0.00000581","0.00000622","0.00000562","64,021.91B","0.86%"
"04/20/2024","0.00000581","0.00000514","0.00000588","0.00000502","50,692.35B","13.04%"
"04/19/2024","0.00000514","0.00000508","0.00000544","0.00000461","71,769.53B","1.18%"
"04/18/2024","0.00000508","0.00000492","0.00000530","0.00000465","51,614.05B","3.25%"
"04/17/2024","0.00000492","0.00000540","0.00000548","0.00000487","57,972.22B","-8.89%"
"04/16/2024","0.00000540","0.00000509","0.00000554","0.00000476","66,790.12B","6.09%"
"04/15/2024","0.00000509","0.00000544","0.00000579","0.00000475","78,653.90B","-6.26%"
"04/14/2024","0.00000543","0.00000505","0.00000555","0.00000483","98,860.97B","7.52%"
"04/13/2024","0.00000505","0.00000592","0.00000605","0.00000402","154,072.96B","-14.70%"
"04/12/2024","0.00000592","0.00000731","0.00000755","0.00000479","112,265.29B","-19.02%"
"04/11/2024","0.00000731","0.00000714","0.00000752","0.00000682","54,108.40B","2.38%"
"04/10/2024","0.00000714","0.00000704","0.00000725","0.00000670","46,931.87B","1.42%"
"04/09/2024","0.00000704","0.00000777","0.00000785","0.00000694","39,552.60B","-9.40%"
"04/08/2024","0.00000777","0.00000743","0.00000795","0.00000720","41,662.08B","4.58%"
"04/07/2024","0.00000743","0.00000677","0.00000752","0.00000673","38,447.15B","9.75%"
"04/06/2024","0.00000677","0.00000657","0.00000687","0.00000654","15,836.72B","3.04%"
"04/05/2024","0.00000657","0.00000692","0.00000699","0.00000636","32,232.88B","-5.06%"
"04/04/2024","0.00000692","0.00000681","0.00000719","0.00000661","37,076.51B","1.62%"
"04/03/2024","0.00000681","0.00000724","0.00000743","0.00000661","53,486.73B","-6.07%"
"04/02/2024","0.00000725","0.00000792","0.00000793","0.00000690","74,497.90B","-8.46%"
"04/01/2024","0.00000792","0.00000881","0.00000881","0.00000766","69,043.06B","-10.10%"
"03/31/2024","0.00000881","0.00000813","0.00000917","0.00000803","63,115.17B","8.50%"
"03/30/2024","0.00000812","0.00000774","0.00000884","0.00000771","70,927.38B","4.91%"
"03/29/2024","0.00000774","0.00000800","0.00000805","0.00000759","33,058.81B","-3.25%"
"03/28/2024","0.00000800","0.00000762","0.00000832","0.00000739","57,310.26B","4.99%"
"03/27/2024","0.00000762","0.00000804","0.00000836","0.00000752","49,904.55B","-5.22%"
"03/26/2024","0.00000804","0.00000810","0.00000869","0.00000786","63,188.58B","-0.74%"
"03/25/2024","0.00000810","0.00000781","0.00000849","0.00000743","76,805.99B","3.58%"
"03/24/2024","0.00000782","0.00000732","0.00000798","0.00000718","38,951.10B","6.68%"
"03/23/2024","0.00000733","0.00000741","0.00000773","0.00000732","48,231.01B","-1.08%"
"03/22/2024","0.00000741","0.00000789","0.00000826","0.00000711","70,136.77B","-6.08%"
"03/21/2024","0.00000789","0.00000836","0.00000845","0.00000767","80,756.13B","-5.73%"
"03/20/2024","0.00000837","0.00000661","0.00000857","0.00000643","155,131.87B","26.63%"
"03/19/2024","0.00000661","0.00000681","0.00000741","0.00000584","139,695.61B","-2.94%"
"03/18/2024","0.00000681","0.00000784","0.00000818","0.00000661","81,109.88B","-13.14%"
"03/17/2024","0.00000784","0.00000743","0.00000818","0.00000689","107,695.50B","5.52%"
"03/16/2024","0.00000743","0.00000892","0.00000905","0.00000703","133,317.35B","-16.61%"
"03/15/2024","0.00000891","0.00000996","0.00001030","0.00000832","137,891.39B","-10.54%"
"03/14/2024","0.00000996","0.00000902","0.00001077","0.00000876","210,696.50B","10.42%"
"03/13/2024","0.00000902","0.00000828","0.00000936","0.00000811","136,590.60B","8.94%"
"03/12/2024","0.00000828","0.00000903","0.00000913","0.00000762","82,811.55B","-8.61%"
"03/11/2024","0.00000906","0.00000854","0.00000946","0.00000790","101,493.47B","5.84%"
"03/10/2024","0.00000856","0.00000876","0.00000928","0.00000821","87,443.31B","-2.28%"
"03/09/2024","0.00000876","0.00000890","0.00000929","0.00000845","123,360.34B","-2.77%"
"03/08/2024","0.00000901","0.00000682","0.00000949","0.00000675","247,188.71B","32.11%"
"03/07/2024","0.00000682","0.00000719","0.00000756","0.00000640","105,464.24B","-5.41%"
"03/06/2024","0.00000721","0.00000632","0.00000821","0.00000592","202,961.20B","14.08%"
"03/05/2024","0.00000632","0.00000700","0.00000863","0.00000512","301,305.44B","-9.71%"
"03/04/2024","0.00000700","0.00000593","0.00000826","0.00000563","321,170.47B","18.44%"
"03/03/2024","0.00000591","0.00000438","0.00000599","0.00000365","256,419.51B","35.24%"
"03/02/2024","0.00000437","0.00000399","0.00000497","0.00000393","219,906.72B","9.52%"
"03/01/2024","0.00000399","0.00000274","0.00000429","0.00000268","266,077.23B","45.62%"
"02/29/2024","0.00000274","0.00000318","0.00000331","0.00000264","148,901.32B","-13.84%"
"02/28/2024","0.00000318","0.00000265","0.00000337","0.00000257","372,242.16B","20.00%"
"02/27/2024","0.00000265","0.00000181","0.00000295","0.00000174","331,858.53B","47.22%"
"02/26/2024","0.00000180","0.00000137","0.00000188","0.00000134","145,194.02B","31.39%"
"02/25/2024","0.00000137","0.00000131","0.00000140","0.00000128","46,820.97B","4.58%"
"02/24/2024","0.00000131","0.00000119","0.00000132","0.00000115","39,709.03B","10.08%"
"02/23/2024","0.00000119","0.00000121","0.00000141","0.00000117","96,727.35B","-1.65%"
"02/22/2024","0.00000121","0.00000115","0.00000124","0.00000110","38,870.85B","5.22%"
"02/21/2024","0.00000115","0.00000120","0.00000120","0.00000110","27,586.08B","-4.17%"
"02/20/2024","0.00000120","0.00000123","0.00000124","0.00000113","40,860.73B","-2.44%"
"02/19/2024","0.00000123","0.00000122","0.00000126","0.00000119","25,417.43B","0.82%"
"02/18/2024","0.00000122","0.00000118","0.00000123","0.00000117","20,677.12B","3.39%"
"02/17/2024","0.00000118","0.00000116","0.00000120","0.00000111","22,908.36B","1.72%"
"02/16/2024","0.00000116","0.00000124","0.00000126","0.00000114","34,153.20B","-6.45%"
"02/15/2024","0.00000124","0.00000125","0.00000131","0.00000120","53,844.87B","-0.80%"
"02/14/2024","0.00000125","0.00000108","0.00000126","0.00000106","57,552.72B","15.74%"
"02/13/2024","0.00000108","0.00000108","0.00000113","0.00000105","34,629.01B","0.00%"
"02/12/2024","0.00000108","0.00000101","0.00000109","0.00000098","21,692.51B","6.93%"
"02/11/2024","0.00000101","0.00000102","0.00000104","0.00000098","13,951.24B","-0.98%"
"02/10/2024","0.00000102","0.00000101","0.00000104","0.00000100","15,463.45B","0.99%"
"02/09/2024","0.00000101","0.00000095","0.00000103","0.00000095","24,103.17B","6.32%"
"02/08/2024","0.00000095","0.00000097","0.00000099","0.00000095","22,774.40B","-2.06%"
"02/07/2024","0.00000097","0.00000091","0.00000098","0.00000090","21,451.74B","6.59%"
"02/06/2024","0.00000091","0.00000090","0.00000092","0.00000088","18,330.78B","1.11%"
"02/05/2024","0.00000090","0.00000088","0.00000098","0.00000086","31,039.28B","1.12%"
"02/04/2024","0.00000089","0.00000092","0.00000092","0.00000088","16,666.75B","-3.26%"
"02/03/2024","0.00000092","0.00000093","0.00000095","0.00000092","8,986.36B","-1.08%"
"02/02/2024","0.00000093","0.00000092","0.00000094","0.00000091","15,379.72B","1.09%"
"02/01/2024","0.00000092","0.00000092","0.00000094","0.00000089","24,171.37B","0.00%"
"01/31/2024","0.00000092","0.00000101","0.00000102","0.00000090","51,641.45B","-8.91%"
"01/30/2024","0.00000101","0.00000107","0.00000108","0.00000100","29,224.46B","-5.61%"
"01/29/2024","0.00000107","0.00000106","0.00000108","0.00000103","19,063.32B","0.94%"
"01/28/2024","0.00000106","0.00000109","0.00000112","0.00000105","17,993.74B","-2.75%"
"01/27/2024","0.00000109","0.00000108","0.00000111","0.00000107","13,010.90B","0.93%"
"01/26/2024","0.00000108","0.00000103","0.00000109","0.00000101","16,273.90B","4.85%"
"01/25/2024","0.00000103","0.00000104","0.00000105","0.00000100","14,932.16B","-0.96%"
"01/24/2024","0.00000104","0.00000105","0.00000107","0.00000102","19,095.56B","-0.95%"
"01/23/2024","0.00000105","0.00000106","0.00000108","0.00000098","29,606.75B","-0.94%"
"01/22/2024","0.00000106","0.00000112","0.00000113","0.00000104","23,266.42B","-5.36%"
"01/21/2024","0.00000112","0.00000117","0.00000120","0.00000112","13,094.24B","-4.27%"
"01/20/2024","0.00000117","0.00000114","0.00000118","0.00000111","19,135.13B","2.63%"
"01/19/2024","0.00000114","0.00000115","0.00000115","0.00000106","21,612.82B","-0.87%"
"01/18/2024","0.00000115","0.00000121","0.00000121","0.00000112","25,556.71B","-4.96%"
"01/17/2024","0.00000121","0.00000124","0.00000127","0.00000119","25,277.64B","-2.42%"
"01/16/2024","0.00000124","0.00000121","0.00000127","0.00000118","22,435.30B","2.48%"
"01/15/2024","0.00000121","0.00000119","0.00000125","0.00000119","14,996.79B","1.68%"
"01/14/2024","0.00000119","0.00000125","0.00000126","0.00000119","21,636.13B","-4.80%"
"01/13/2024","0.00000125","0.00000124","0.00000127","0.00000119","26,124.25B","0.81%"
"01/12/2024","0.00000124","0.00000137","0.00000141","0.00000121","64,522.22B","-9.49%"
"01/11/2024","0.00000137","0.00000132","0.00000150","0.00000130","87,888.28B","3.79%"
"01/10/2024","0.00000132","0.00000120","0.00000138","0.00000116","91,681.34B","10.00%"
"01/09/2024","0.00000120","0.00000120","0.00000125","0.00000110","36,077.56B","0.00%"
"01/08/2024","0.00000120","0.00000111","0.00000121","0.00000103","39,212.66B","8.11%"
"01/07/2024","0.00000111","0.00000115","0.00000122","0.00000109","23,963.87B","-4.31%"
"01/06/2024","0.00000116","0.00000120","0.00000120","0.00000110","27,436.79B","-3.33%"
"01/05/2024","0.00000120","0.00000126","0.00000128","0.00000116","34,093.59B","-4.00%"
"01/04/2024","0.00000125","0.00000119","0.00000129","0.00000117","32,320.39B","5.04%"
"01/03/2024","0.00000119","0.00000133","0.00000143","0.00000106","72,694.80B","-10.53%"
"01/02/2024","0.00000133","0.00000140","0.00000144","0.00000132","25,003.02B","-5.00%"
"01/01/2024","0.00000140","0.00000130","0.00000141","0.00000126","18,419.29B","7.69%"
"12/31/2023","0.00000130","0.00000131","0.00000136","0.00000127","17,458.74B","0.00%"
"12/30/2023","0.00000130","0.00000135","0.00000137","0.00000130","17,008.40B","-3.70%"
"12/29/2023","0.00000135","0.00000135","0.00000144","0.00000130","30,116.99B","0.00%"
"12/28/2023","0.00000135","0.00000144","0.00000150","0.00000133","39,874.69B","-6.25%"
"12/27/2023","0.00000144","0.00000134","0.00000149","0.00000128","44,265.02B","8.27%"
"12/26/2023","0.00000133","0.00000141","0.00000143","0.00000127","41,137.62B","-5.67%"
"12/25/2023","0.00000141","0.00000138","0.00000145","0.00000136","27,446.59B","2.17%"
"12/24/2023","0.00000138","0.00000148","0.00000149","0.00000134","38,603.69B","-6.76%"
"12/23/2023","0.00000148","0.00000158","0.00000160","0.00000144","39,106.95B","-6.33%"
"12/22/2023","0.00000158","0.00000131","0.00000159","0.00000126","109,245.19B","21.54%"
"12/21/2023","0.00000130","0.00000127","0.00000133","0.00000123","30,622.84B","2.36%"
"12/20/2023","0.00000127","0.00000125","0.00000132","0.00000123","24,697.08B","1.60%"
"12/19/2023","0.00000125","0.00000131","0.00000134","0.00000124","24,085.92B","-4.58%"
"12/18/2023","0.00000131","0.00000133","0.00000136","0.00000121","33,676.96B","-1.50%"
"12/17/2023","0.00000133","0.00000141","0.00000147","0.00000133","28,848.71B","-5.67%"
"12/16/2023","0.00000141","0.00000133","0.00000147","0.00000131","39,088.95B","6.02%"
"12/15/2023","0.00000133","0.00000148","0.00000150","0.00000132","37,417.29B","-10.14%"
"12/14/2023","0.00000148","0.00000142","0.00000148","0.00000135","45,252.33B","4.96%"
"12/13/2023","0.00000141","0.00000139","0.00000144","0.00000130","34,849.47B","1.44%"
"12/12/2023","0.00000139","0.00000142","0.00000146","0.00000135","41,315.35B","-2.11%"
"12/11/2023","0.00000142","0.00000160","0.00000162","0.00000133","66,023.84B","-11.25%"
"12/10/2023","0.00000160","0.00000154","0.00000163","0.00000150","40,292.72B","3.90%"
"12/09/2023","0.00000154","0.00000158","0.00000175","0.00000150","76,188.84B","-2.53%"
"12/08/2023","0.00000158","0.00000153","0.00000160","0.00000149","40,892.64B","3.27%"
"12/07/2023","0.00000153","0.00000148","0.00000165","0.00000142","64,695.25B","3.38%"
"12/06/2023","0.00000148","0.00000162","0.00000169","0.00000146","123,707.67B","-8.64%"
"12/05/2023","0.00000162","0.00000139","0.00000168","0.00000134","194,125.93B","16.55%"
"12/04/2023","0.00000139","0.00000120","0.00000149","0.00000118","157,945.69B","15.83%"
"12/03/2023","0.00000120","0.00000117","0.00000124","0.00000116","41,172.21B","2.56%"
"12/02/2023","0.00000117","0.00000111","0.00000120","0.00000110","28,327.49B","5.41%"
"12/01/2023","0.00000111","0.00000109","0.00000112","0.00000108","16,026.35B","1.83%"
"11/30/2023","0.00000109","0.00000106","0.00000109","0.00000105","13,363.38B","2.83%"
"11/29/2023","0.00000106","0.00000110","0.00000112","0.00000105","17,357.75B","-3.64%"
"11/28/2023","0.00000110","0.00000109","0.00000112","0.00000103","21,117.60B","0.92%"
"11/27/2023","0.00000109","0.00000111","0.00000113","0.00000104","30,405.63B","-1.80%"
"11/26/2023","0.00000111","0.00000118","0.00000119","0.00000108","29,847.76B","-5.93%"
"11/25/2023","0.00000118","0.00000111","0.00000119","0.00000110","28,309.69B","6.31%"
"11/24/2023","0.00000111","0.00000107","0.00000114","0.00000106","22,164.81B","3.74%"
"11/23/2023","0.00000107","0.00000110","0.00000114","0.00000107","18,978.60B","-2.73%"
"11/22/2023","0.00000110","0.00000103","0.00000112","0.00000103","26,254.51B","6.80%"
"11/21/2023","0.00000103","0.00000114","0.00000115","0.00000103","46,967.06B","-9.65%"
"11/20/2023","0.00000114","0.00000119","0.00000124","0.00000113","49,272.43B","-4.20%"
"11/19/2023","0.00000119","0.00000115","0.00000119","0.00000111","20,589.71B","3.48%"
"11/18/2023","0.00000115","0.00000115","0.00000115","0.00000109","15,544.98B","0.00%"
"11/17/2023","0.00000115","0.00000115","0.00000118","0.00000109","31,568.49B","0.00%"
